target,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.3366051912307739,0.7655563354492188,0.39646098017692566,0.6003647446632385,0.47464519739151,0.4926718771457672,0.5542075037956238,0.4717932939529419,0.621261715888977,0.4617103338241577,0.4463782012462616,0.43729519844055176,0.5258175134658813,0.43170440196990967,0.5914535522460938,0.4569137692451477,0.6455729007720947,0.4822198152542114,0.45897966623306274,0.5290071964263916,0.539035439491272,0.5308130383491516,0.6053084135055542,0.5490014553070068,0.6702266931533813,0.5703412294387817,0.4643171727657318,0.6063716411590576,0.5361350774765015,0.6027402877807617,0.5951035618782043,0.6109021306037903,0.6493823528289795,0.631493330001831,0.4715702533721924,0.6911250352859497,0.5326645374298096,0.6758989691734314,0.5777495503425598,0.6727901101112366,0.622246265411377,0.6709486246109009
0,0.3317301273345947,0.7779651880264282,0.3960091769695282,0.6052374839782715,0.47325292229652405,0.49530285596847534,0.5511796474456787,0.47006815671920776,0.6194814443588257,0.46052634716033936,0.441118985414505,0.43693697452545166,0.5247748494148254,0.43064799904823303,0.5932791233062744,0.45575088262557983,0.6484301090240479,0.4805612564086914,0.4535391628742218,0.5299420356750488,0.5376338362693787,0.5289859771728516,0.6067465543746948,0.5455916523933410,0.6726375222206116,0.5658793449401855,0.4609493613243103,0.6085636019706726,0.5345189571380615,0.6003555059432983,0.5962702631950378,0.6069725751876831,0.6525326371192932,0.627465546131134,0.4701223373413086,0.6930661201477051,0.5317447781562805,0.6753934621810913,0.5780090689659119,0.6712436676025391,0.6233832836151123,0.6690622568130493
0,0.33163362741470337,0.7562536597251892,0.394407719373703,0.5854242444038391,0.4700241684913635,0.47571441531181335,0.5461278557777405,0.4485622048377991,0.6134286522865295,0.4377155303955078,0.44369858503341675,0.4184225797653198,0.5237360000610352,0.40652167797088623,0.5891443490982056,0.42848658561706543,0.6415476202964783,0.4518205225467682,0.45568791031837463,0.5112480521202087,0.5365767478942871,0.5027161836624146,0.6040682196617126,0.5172950625419617,0.6681647896766663,0.5368463397026062,0.46212324500083923,0.5897642374038696,0.5344957113265991,0.5748032331466675,0.5955442786216736,0.5795020461082458,0.6509492993354797,0.6001551747322083,0.4700956344604492,0.675656259059906,0.5312512516975403,0.6543413996696472,0.5768873691558838,0.6491098999977112,0.6218830347061157,0.6468193531036377
0,0.32785969972610474,0.7543169856071472,0.38775765895843506,0.5892425775527954,0.46488335728645325,0.47801536321640015,0.5432600975036621,0.4486311078071594,0.6111137866973877,0.43740710616111755,0.43815746903419495,0.4158523678779602,0.5199748873710632,0.407853364944458,0.5855379700660706,0.4322575628757477,0.6384370923042297,0.4556701183319092,0.4513525366783142,0.5077740550041199,0.5329679250717163,0.5076807737350464,0.5991188883781433,0.5227941870689392,0.6628431081771851,0.5400227308273315,0.4574529826641083,0.5867944955825806,0.5300545692443848,0.5800361037254333,0.5903112888336182,0.5841166377067566,0.6457780599594116,0.5993928909301758,0.46524277329444885,0.6743205189704895,0.5266225934028625,0.6552726626396179,0.5722668170928955,0.6481048464775085,0.6172988414764404,0.6410989761352539
0,0.32649603486061096,0.7619121074676514,0.3966986835002899,0.5847983956336975,0.46760886907577515,0.481474369764328,0.5383265614509583,0.45572465658187866,0.6023122072219849,0.44591739773750305,0.42347440123558044,0.3901083469390869,0.5119154453277588,0.3875008225440979,0.5781404972076416,0.41189268231391907,0.627149760723114,0.43645966053009033,0.4347901940345764,0.4833199679851532,0.5210508108139038,0.4813208281993866,0.5876510143280029,0.49615195393562317,0.648605465888977,0.5147338509559631,0.44420546293258667,0.5673409104347229,0.5183387994766235,0.556229829788208,0.5778570175170898,0.5607573390007019,0.6323894262313843,0.5731273889541626,0.45538246631622314,0.654841423034668,0.5158444046974182,0.6363770365715027,0.5597656965255737,0.6314623951911926,0.6047322750091553,0.6258236169815063
0,0.3236413896083832,0.7765124440193176,0.38273900747299194,0.5927726030349731,0.451113224029541,0.4751879572868347,0.5251783132553101,0.4459926187992096,0.5882974863052368,0.43542468547821045,0.39230406284332275,0.37827247381210327,0.4857749938964844,0.37596458196640015,0.5528906583786010,0.39584678411483765,0.600648045539856,0.41730746626853943,0.4081404507160187,0.4711076021194458,0.5014896392822266,0.4815157949924469,0.5720946192741394,0.4923427700996399,0.6361295580863953,0.5039831399917603,0.42140668630599976,0.5567454099655151,0.5032427906990051,0.5553917288780212,0.5645071268081665,0.5500391721725464,0.6218430995941162,0.5561173558235168,0.43701937794685364,0.6382875442504883,0.5026874542236328,0.6240560412406921,0.5462237596511841,0.6127829551696777,0.5920445919036865,0.6012999415397644
0,0.3282517194747925,0.8113282918930054,0.3954648971557617,0.6251512765884399,0.46945029497146606,0.5160896182060242,0.5432978868484497,0.48876553773880005,0.609841525554657,0.4804907739162445,0.42808595299720764,0.4504085183143616,0.509782612323761,0.44555914402008057,0.576134443283081,0.46367302536964417,0.6264404654502869,0.48431867361068726,0.44000864028930664,0.5474056601524353,0.5238077640533447,0.544449508190155,0.5915478467941284,0.5548762083053589,0.6548945307731628,0.5670982003211975,0.4480960965156555,0.630450427532196,0.5225073099136353,0.6174824833869934,0.5822659134864807,0.6144717335700989,0.6374115943908691,0.6251320838928223,0.4603250026702881,0.714154839515686,0.521690309047699,0.6957929134368896,0.5665470957756042,0.6875064373016357,0.6120310425758362,0.6792770028114319
0,0.33648431301116943,0.8053396940231323,0.3929942548274994,0.6420823931694031,0.4746984541416168,0.5483827590942383,0.5499204397201538,0.5280160903930664,0.6126274466514587,0.5199605226516724,0.4816943407058716,0.5564839839935303,0.5487367510795593,0.533249020576477,0.5985985994338989,0.5468202233314514,0.6442993879318237,0.5591578483581543,0.4902902841567993,0.634032666683197,0.5618627667427063,0.6125206351280212,0.6149959564208984,0.6158288717269897,0.6675275564193726,0.6195115447044373,0.4893530607223510,0.7011686563491821,0.5594467520713806,0.6813250780105591,0.6104491949081421,0.6717703342437744,0.6570694446563721,0.6728152632713318,0.48676908016204834,0.7801323533058167,0.5445679426193237,0.7585387229919434,0.5854979753494263,0.7463966608047485,0.6264677047729492,0.7330108880996704
0,0.3459589183330536,0.8158050775527954,0.40079107880592346,0.6584463119506836,0.4889604151248932,0.5723357200622559,0.5675668120384216,0.5533339381217957,0.6305558085441589,0.5714107751846313,0.5028005838394165,0.6119769811630249,0.567782461643219,0.5881692171096802,0.6129593253135681,0.5914216041564941,0.6560195088386536,0.5941746234893799,0.514338493347168,0.686413049697876,0.584220826625824,0.667253315448761,0.6367820501327515,0.6630069613456726,0.6873612403869629,0.6590438485145569,0.5136802792549133,0.7561274170875549,0.581694483757019,0.7378712296485901,0.6365840435028076,0.7256448268890381,0.6853826642036438,0.7191224098205566,0.5076379179954529,0.8404155373573303,0.5611409544944763,0.8137945532798767,0.6021820902824402,0.7962475419044495,0.6420245170593262,0.7778946161270142
0,0.34643983840942383,0.8178223371505737,0.4025782346725464,0.6606298089027405,0.4945278763771057,0.5748603343963623,0.5740501880645752,0.5533316135406494,0.6364268064498901,0.5842894315719604,0.5104095339775085,0.6239269375801086,0.5745077133178710,0.6027693748474121,0.617244303226471,0.6046519875526428,0.659558892250061,0.6057563424110413,0.5211231708526610,0.6984336376190186,0.5895076394081116,0.6809160709381104,0.6420755386352539,0.6755107641220093,0.6921737194061279,0.6718994379043579,0.5197925567626953,0.7693254351615906,0.5881790518760681,0.7523288726806641,0.6437665224075317,0.7405409216880798,0.6932926774024963,0.7320285439491272,0.5116156339645386,0.8539256453514099,0.5651592016220093,0.8285428881645203,0.6063432097434998,0.8119286894798279,0.6459987163543701,0.7943397164344788
