target,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,0.411659836769104,0.8974932432174683,1.1557723382793483e-06,0.471660852432251,0.7304959297180176,-0.05724501609802246,0.5445427298545837,0.6167702078819275,-0.050030872225761414,0.6200804114341736,0.5802689790725708,-0.034969162195920944,0.6909394860267639,0.5742607712745667,-0.015001746825873852,0.5311324000358582,0.5444919466972351,0.08036259561777115,0.6126760244369507,0.5240808129310608,0.09065892547369003,0.6752256155014038,0.5505924820899963,0.06963163614273071,0.7253299355506897,0.5748424530029297,0.04978068545460701,0.5439133644104004,0.6325722932815552,0.10951857268810272,0.6254945397377014,0.6145535111427307,0.11800626665353775,0.6914450526237488,0.6343851685523987,0.07603707909584045,0.7539074420928955,0.6565089225769043,0.04039899259805679,0.5508408546447754,0.7123644351959229,0.12574531137943268,0.6254574656486511,0.6926587820053101,0.12460801005363464,0.68172287940979,0.6998241543769836,0.0818919688463211,0.7345227003097534,0.7178710103034973,0.04913803189992905,0.5614868998527527,0.7972131967544556,0.13544295728206635,0.6185005307197571,0.7747106552124023,0.1334781050682068,0.656891942024231,0.7693091034889221,0.11165814101696014,0.6984723806381226,0.7621815204620361,0.09175271540880203
0,0.40270113945007324,0.8448247313499451,1.2623036127479281e-06,0.46797120571136475,0.6690481305122375,-0.05430440977215767,0.5393362641334534,0.5504401922225952,-0.044223181903362274,0.6125370264053345,0.5148019194602966,-0.02738724648952484,0.6810808181762695,0.4995312988758087,-0.005865168757736683,0.5166016221046448,0.48602938652038574,0.09486555308103561,0.5976310968399048,0.4625386595726013,0.11412258446216583,0.6611002683639526,0.48186928033828735,0.09773074835538864,0.7113045454025269,0.49636197090148926,0.08019048720598221,0.5297962427139282,0.576744794845581,0.12495839595794678,0.6108978986740112,0.5530800819396973,0.14171117544174194,0.678550124168396,0.5639271140098572,0.10206490010023117,0.74077308177948,0.5812209844589233,0.0673111230134964,0.5375931859016418,0.6587810516357422,0.1420745849609375,0.6113672256469727,0.6313291788101196,0.15119653940200806,0.6691960096359253,0.634687602519989,0.1111149787902832,0.7239713072776794,0.6474711298942566,0.07838405668735504,0.5472207069396973,0.7440900802612305,0.15239697694778442,0.6046884059906006,0.7225039601325989,0.16039109230041504,0.643057644367218,0.7117406129837036,0.1419207900762558,0.6852240562438965,0.6993881464004517,0.1226610541343689
0,0.39174920320510864,0.8125371336936951,1.2904978348160512e-06,0.45766836404800415,0.6367179155349731,-0.05150488018989563,0.5298158526420593,0.5258156657218933,-0.04398766905069351,0.6037876605987549,0.49293506145477295,-0.03264028951525688,0.6741865873336792,0.4796852469444275,-0.017736317589879036,0.5169565677642822,0.47631049156188965,0.10584539920091629,0.5932043194770813,0.4476454257965088,0.1282675415277481,0.6540454030036926,0.4611831307411194,0.11219780147075653,0.7016996145248413,0.47082850337028503,0.09388118982315063,0.5278758406639099,0.5660690069198608,0.1315360814332962,0.6070192456245422,0.5403341054916382,0.1520773470401764,0.6704241633415222,0.5492116808891296,0.1107771247625351,0.7309058904647827,0.5614489316940308,0.07373761385679245,0.5346149206161499,0.6421233415603638,0.14396043121814728,0.607344388961792,0.6142545342445374,0.15726611018180847,0.6634081602096558,0.6161355972290039,0.11836069077253342,0.7159984111785889,0.6270979046821594,0.08493640273809433,0.5423613786697388,0.7231255769729614,0.1491706669330597,0.6038112640380859,0.6983948945999146,0.16336791217327118,0.6434268355369568,0.6884225010871887,0.1491309255361557,0.6849719882011414,0.6758161783218384,0.13122273981571198
0,0.38914304971694946,0.7550326585769653,1.0638806315910188e-06,0.4429893493652344,0.5809818506240845,-0.036654554307460785,0.5159955024719238,0.47968554496765137,-0.02866930142045021,0.5908348560333252,0.45563817024230957,-0.020252235233783722,0.6588869094848633,0.45109325647354126,-0.009019611403346062,0.5281395316123962,0.4904685616493225,0.09878508001565933,0.5919497609138489,0.4584658741950989,0.11151272058486938,0.6459776163101196,0.4699857532978058,0.09151221811771393,0.6948375105857849,0.48165464401245117,0.07082802802324295,0.5376119613647461,0.5752199292182922,0.11215802282094955,0.610394299030304,0.5520761013031006,0.1211644858121872,0.6694467067718506,0.5586560368537903,0.07836093753576279,0.7246516346931458,0.5668439865112305,0.041807662695646286,0.5388978719711304,0.6468236446380615,0.11379888653755188,0.6093482971191406,0.6311113238334656,0.11511826515197754,0.6663094162940979,0.6299141645431519,0.07771944999694824,0.716037929058075,0.637779951095581,0.04778078570961952,0.5401007533073425,0.7283121943473816,0.11011088639497757,0.600724995136261,0.7137625217437744,0.11402730643749237,0.6432819962501526,0.7032697200775146,0.09912433475255966,0.6865850687026978,0.6910818219184875,0.08273246139287949
0,0.3695172071456909,0.7381131052970886,9.554872804073966e-07,0.421567440032959,0.5764014720916748,-0.0322149284183979,0.4998590052127838,0.4757448732852936,-0.02551541104912758,0.5743042230606079,0.4458777904510498,-0.018973972648382187,0.6409526467323303,0.4531717002391815,-0.009783502668142319,0.5158308744430542,0.49250757694244385,0.08741255104541779,0.5790690779685974,0.4561527371406555,0.09928497672080994,0.6303650736808777,0.46716398000717163,0.08315280824899673,0.676964521408081,0.4787858724594116,0.06603075563907623,0.5273977518081665,0.57454514503479,0.09827186912298203,0.5955566763877869,0.548966646194458,0.10884219408035278,0.6533467173576355,0.5555506348609924,0.07550574839115143,0.7073116898536682,0.5626108050346375,0.04645590856671333,0.528304398059845,0.6459813714027405,0.09848020225763321,0.595162034034729,0.626207172870636,0.10367143154144287,0.6509817242622375,0.6240143775939941,0.07684305310249329,0.7003201246261597,0.6296217441558838,0.053987517952919006,0.5275001525878906,0.731835663318634,0.09345385432243347,0.5859577655792236,0.711493194103241,0.101007841527462,0.6297098994255066,0.6997301578521729,0.09256184846162796,0.6735067963600159,0.6867092251777649,0.08123204857110977
0,0.3679172396659851,0.7546562552452087,8.926724035518419e-07,0.4166000485420227,0.5896015763282776,-0.02738085761666298,0.4930759072303772,0.48714351654052734,-0.020633921027183533,0.5678125619888306,0.4541263282299042,-0.015178129076957703,0.6358310580253601,0.46713119745254517,-0.007622205652296543,0.5148781538009644,0.5127224922180176,0.08959705382585526,0.574237585067749,0.47822463512420654,0.10263432562351227,0.622058629989624,0.48527055978775024,0.08842729032039642,0.6668906211853027,0.49209311604499817,0.07241654396057129,0.529022216796875,0.5925442576408386,0.09773930162191391,0.5945464372634888,0.5681428909301758,0.1099003329873085,0.6489356756210327,0.5698999166488647,0.07985073328018188,0.6999585032463074,0.5702823400497437,0.05338374152779579,0.5307819247245789,0.6645010113716125,0.0955524668097496,0.5956915020942688,0.6456482410430908,0.10146322101354599,0.6491655111312866,0.6406340599060059,0.07713504880666733,0.6967888474464417,0.6406105756759644,0.05623719096183777,0.5298804640769958,0.7528070211410522,0.08862143754959106,0.587770938873291,0.7326228022575378,0.09581529349088669,0.6304965615272522,0.7202849984169006,0.08827325701713562,0.673679769039154,0.7045484781265259,0.078043133020401
0,0.36654624342918396,0.7579085826873779,9.32204500259104e-07,0.41723331809043884,0.5910866260528564,-0.02832772210240364,0.4939233660697937,0.4886731505393982,-0.01992783322930336,0.5666240453720093,0.45597898960113525,-0.012806674465537071,0.6338091492652893,0.4615401029586792,-0.0032970868051052094,0.5140649080276489,0.5113688111305237,0.09582061320543289,0.575516402721405,0.4753720164299011,0.11134825646877289,0.624559760093689,0.48306769132614136,0.09693217277526855,0.6691716909408569,0.48995471000671387,0.08031883090734482,0.5271202921867371,0.5924615859985352,0.10498546063899994,0.5939579606056213,0.5653531551361084,0.11877937614917755,0.6497363448143005,0.566478967666626,0.08545669168233871,0.700553297996521,0.5657896399497986,0.056074775755405426,0.5295317769050598,0.6647747755050659,0.10356395691633224,0.5955889225006104,0.642806887626648,0.1110367625951767,0.6496354341506958,0.637268602848053,0.08324556052684784,0.6962354779243469,0.6352997422218323,0.05934232100844383,0.5303909778594971,0.7518566250801086,0.09727676212787628,0.5889634490013123,0.7307462096214294,0.10563989728689194,0.6318860650062561,0.7176077365875244,0.09638532251119614,0.67476886510849,0.7001165151596069,0.0842895582318306
0,0.3803819417953491,0.720599353313446,1.260456542695465e-06,0.44110631942749023,0.5531722903251648,-0.0539388544857502,0.5167087912559509,0.45143193006515503,-0.05023539066314697,0.5925785303115845,0.42824333906173706,-0.04220500588417053,0.6651129722595215,0.42577382922172546,-0.030511051416397095,0.5163896083831787,0.41978883743286133,0.09342750161886215,0.5852088332176208,0.39367711544036865,0.10675250738859177,0.6434183120727539,0.41490817070007324,0.08382086455821991,0.6933115720748901,0.4353153705596924,0.06079994514584541,0.5246890187263489,0.5118035674095154,0.11721906065940857,0.6011618375778198,0.4915621280670166,0.1273699700832367,0.6629329919815063,0.5055130124092102,0.07965704798698425,0.7187774181365967,0.5239253640174866,0.03844011202454567,0.5274006724357605,0.5869504809379578,0.12788480520248413,0.600978434085846,0.5737307667732239,0.13040369749069214,0.657416045665741,0.5790197849273682,0.08688812702894211,0.7066957950592041,0.5962789058685303,0.05175740271806717,0.5331259965896606,0.6677961945533752,0.13175202906131744,0.5928604602813721,0.6571217775344849,0.1365816742181778,0.6338898539543152,0.6521039009094238,0.11780691146850586,0.6761301755905151,0.6464396715164185,0.09780672937631607
0,0.39762842655181885,0.6534538865089417,1.183963036055502e-06,0.46503716707229614,0.48699456453323364,-0.047648850828409195,0.5493636131286621,0.3955932855606079,-0.043159302324056625,0.6236271858215332,0.38017767667770386,-0.03776529058814049,0.6937074661254883,0.40912866592407227,-0.029639460146427155,0.5542783141136169,0.40803688764572144,0.10721870511770248,0.6174888014793396,0.386130690574646,0.12262316793203354,0.6672713756561279,0.407230406999588,0.09955961257219315,0.7110228538513184,0.42748141288757324,0.075881227850914,0.5560038089752197,0.49861621856689453,0.12581448256969452,0.625281572341919,0.4840744137763977,0.13567419350147247,0.6816023588180542,0.5016849637031555,0.08366643637418747,0.7325142621994019,0.5249114036560059,0.040017761290073395,0.5522287487983704,0.5708910822868347,0.13111582398414612,0.6192077994346619,0.5617349743843079,0.13428618013858795,0.6744867563247681,0.5742566585540771,0.08466031402349472,0.717815637588501,0.5982456207275391,0.045592453330755234,0.551790714263916,0.6506416201591492,0.1300329864025116,0.60990309715271,0.6476030349731445,0.13757961988449097,0.6516237854957581,0.6479359865188599,0.11559992283582687,0.6922268867492676,0.6484769582748413,0.09217971563339233
0,0.3721509575843811,0.658508837223053,7.710468707955442e-07,0.42508170008659363,0.5100643038749695,-0.02777906320989132,0.5032757520675659,0.4226417541503906,-0.024379560723900795,0.5743991732597351,0.3927344083786011,-0.022741878405213356,0.6373990774154663,0.4206153154373169,-0.019131237640976906,0.5310890674591064,0.44666430354118347,0.08665815740823746,0.5883545875549316,0.42510685324668884,0.09525508433580399,0.6295729875564575,0.44159725308418274,0.07639093697071075,0.6613449454307556,0.4569466710090637,0.057499177753925323,0.5376250147819519,0.5328326225280762,0.0939815565943718,0.600391149520874,0.5174718499183655,0.10053715109825134,0.6417228579521179,0.5320022106170654,0.062488384544849396,0.671965479850769,0.5457326173782349,0.03054228238761425,0.5352668166160583,0.6074578762054443,0.09162355214357376,0.5962666869163513,0.5968361496925354,0.09360384196043015,0.6365571618080139,0.6038484573364258,0.061167895793914795,0.6594687700271606,0.6172018051147461,0.034796468913555145,0.5299001932144165,0.6954341530799866,0.08514026552438736,0.5820810198783875,0.6818186044692993,0.0898507833480835,0.6185580492019653,0.6829378604888916,0.07678376883268356,0.6487705707550049,0.684663712978363,0.06214999407529831
